sku,name,translated
46007.7000.27,Door bolt 70x30 Rusted RUSTYK,Türriegel 70x30 Verrostet RUSTYK
46006.8000.27,Door bolt 80x40 Rusted RUSTYK,Türriegel 80x40 Verrostet RUSTYK
COU18-NEW,Szafka Country New RTV 18,Szafka Land Neu RTV 18
RUS19,Ława RUSTYK 1,Ława RUSTYK 1
AG.12603,Plane PROSTY DYSTANSOWY,Plane PROSTY DYSTANSOWY
AG.7232,Plane PROSTY,Plane PROSTY
AG.7234,Plane OZDOBNY PRAWY,Plane OZDOBNY PRAWY
AG.7235,Plane OZDOBNY LEWY,Plane OZDOBNY LEWY
AG.72.PRGR,Scoop OZDOBNE,Schaufel OZDOBNE
AG.7233,Plane PROSTY DYSTANSOWY ONTARIO,Plane PROSTY DYSTANSOWY ONTARIO
AG.723.PRGR,Scoop PROSTE,Schaufel PROSTE
AG.15221,Plane Z BLOKADĄ,Plane Z BLOKADĄ
AG.15443,Plane MORENO,Plane MORENO
70.327C.AI.125,Steel pin ZDOBIONY 125,Stahlstift ZDOBIONY 125
30.328.HF.147,Plane KUTY 150,Plane KUTY 150
30.328.HF.125,Plane KUTY 125,Plane KUTY 125
30.328.HF.PRGR,Scoop KUTE,Schaufel KUTE
05.340.AI.180,Klamra ZE SKOBLEM 180,Klamra ZE SKOBLEM 180
49.340.AI.150,Klamra ZE SKOBLEM 150,Klamra ZE SKOBLEM 150
03.341.RU.130,Locking buckle Rusted GROT 130,Verriegelungsschnalle Verrostet GROT 130
49.341.AI.130,Locking buckle Steel GROT 130,Verriegelungsschnalle Stahl GROT 130
49.341.AI.PRGR,Grotto buckles,Grottenschnallen
49.340.AI.175,Steel bolt buckle OWALNYM 175,Stahlbolzenschnalle OWALNYM 175
49.340.AI.115,Klamra ZE SKOBLEM 115,Klamra ZE SKOBLEM 115
49.340.AI.PRGR,Klamra ZE SKOBLEM,Klamra ZE SKOBLEM
AG.14192,Door hook ZAMKNIĘCIE HookOWE,Mit Haken HookOWE ZAMKNIĘCIE
RS.CH.10008-ST,Door hook DoorsOWY-OKIENNY,Mit Haken TürenOWY-OKIENNY
AG.19130,Chain 4x29 Black,Kette 4x29 Schwarz
AG.19132,Chain 2x15 Black,Kette 2x15 Schwarz
AG.1913.PRGR,Chains,Ketten
AG.21193(6),Shutter lock Black ITALY Z ODBOJNIKIEM,Verschlusssperre Schwarz ITALY Z ODBOJNIKIEM
AG.18482,Shutter lock Black ITALY,Verschlusssperre Schwarz ITALY
AG.12630,Handle with decorative plate BARCELONA,Handgriff mit Zierplatte BARCELONA
AG.17581,Round lever handle BARCELONA,Runder Drücker BARCELONA
AG.100P-280X45,Handle with escutcheon without opening BARCELONA,Drücker mit Rosette ohne Öffnung BARCELONA
AG.100PB-107,Handle with escutcheon for insert BARCELONA 72,Griff mit Rosette für Einsatz BARCELONA 72
AG.100PB-109,Handle with escutcheon for insert BARCELONA 90,Griff mit Rosette für Einsatz BARCELONA 90
AG.350G-72,Swinghandle with a key ring BARCELONA 72,Schwenkgriff mit Schlüsselring BARCELONA 72
AG.350G-90,Swinghandle with a key ring BARCELONA 90,Schwenkgriff mit Schlüsselring BARCELONA 90
AG.350G.PRGR,Clamp BARCELONA,Klammer BARCELONA
AG.102K-100X44,Handle with decorative plate MURCJA,Handgriff mit Zierplatte MURCJA
AG.102P-280X45,Handle with escutcheon without opening MURCJA,Drücker mit Rosette ohne Öffnung MURCJA
AG.102PB-72,Handle with escutcheon for insert MURCJA 72,Griff mit Rosette für Einsatz MURCJA 72
AG.102PB-90,Handle with escutcheon for insert MURCJA 90,Griff mit Rosette für Einsatz MURCJA 90
B.WNR,Round lever handle WIGAN,Runder Drücker WIGAN
B.WNBO,Handle with escutcheon without opening WIGAN,Drücker mit Rosette ohne Öffnung WIGAN
AG.102PB.PRGR,Clamp MURCJA,Klammer MURCJA
B.WNWK-72,Handle with escutcheon for insert WIGAN 72,Griff mit Rosette für Einsatz WIGAN 72
B.WNWK-90,Handle with escutcheon for insert WIGAN 90,Griff mit Rosette für Einsatz WIGAN 90
B.WNKL-72,Swinghandle with a key ring WIGAN 72,Schwenkgriff mit Schlüsselring WIGAN 72
B.WNKL-90,Swinghandle with a key ring WIGAN 90,Schwenkgriff mit Schlüsselring WIGAN 90
B.WNWC-72,Handle with escutcheon WIGAN WC 72,Drücker mit Rosette WIGAN WC 72
B.WNWC-90,Handle with escutcheon WIGAN WC 90,Drücker mit Rosette WIGAN WC 90
B.WNKL.PRGR,Clamp WIGAN,Klammer WIGAN
B.SAR,Round lever handle SEWILLA,Runder Drücker SEWILLA
B.SABO,Handle with escutcheon without opening SEWILLA,Drücker mit Rosette ohne Öffnung SEWILLA
B.SAWK-72,Handle with escutcheon for insert SEWILLA 72,Griff mit Rosette für Einsatz SEWILLA 72
B.SAWK-90,Handle with escutcheon for insert SEWILLA 90,Griff mit Rosette für Einsatz SEWILLA 90
B.SAKL-90,Swinghandle with a key ring SEWILLA 90,Schwenkgriff mit Schlüsselring SEWILLA 90
B.SAWC-72,Handle with escutcheon SEWILLA WC 72,Drücker mit Rosette SEWILLA WC 72
B.SAWC-90,Handle with escutcheon SEWILLA WC 90,Drücker mit Rosette SEWILLA WC 90
AG.101R-60,Round lever handle PORTO,Runder Drücker PORTO
AG.12631,Handle with decorative plate PORTO,Handgriff mit Zierplatte PORTO
AG.101P-280X45,Handle with escutcheon without opening PORTO,Drücker mit Rosette ohne Öffnung PORTO
AG.101PB-72,Handle with escutcheon for insert PORTO 72,Griff mit Rosette für Einsatz PORTO 72
AG.101PG68-280X45,Handle with escutcheon for insert PORTO 68,Griff mit Rosette für Einsatz PORTO 68
AG.101PG68.PRGR,Clamp PORTO,Klammer PORTO
B.PNBO,Handle with escutcheon without opening PRESTON,Drücker mit Rosette ohne Öffnung PRESTON
B.PNWK-72,Handle with escutcheon for insert PRESTON 72,Griff mit Rosette für Einsatz PRESTON 72
B.PNWK-90,Handle with escutcheon for insert PRESTON 90,Griff mit Rosette für Einsatz PRESTON 90
B.PNKL-72,Swinghandle with a key ring PRESTON 72,Schwenkgriff mit Schlüsselring PRESTON 72
B.PNKL-90,Swinghandle with a key ring PRESTON 90,Schwenkgriff mit Schlüsselring PRESTON 90
B.PNWC-72,Handle with escutcheon PRESTON WC 72,Drücker mit Rosette PRESTON WC 72
B.PNWC-90,Handle with escutcheon PRESTON WC 90,Drücker mit Rosette PRESTON WC 90
B.PNKL.PRGR,Clamp PRESTON,Klammer PRESTON
70.130.AI.50,Round lever handle ZAKRĘCONA,Runder Drücker ZAKRĘCONA
70.130A.AI.50,Round lever handle OGON,Runder Drücker OGON
B.LNR,Round lever handle LINCOLN,Runder Drücker LINCOLN
B.LNBO,Handle with escutcheon without opening LINCOLN,Drücker mit Rosette ohne Öffnung LINCOLN
B.LNWK-72,Handle with escutcheon for insert LINCOLN 72,Griff mit Rosette für Einsatz LINCOLN 72
B.LNWK-90,Handle with escutcheon for insert LINCOLN 90,Griff mit Rosette für Einsatz LINCOLN 90
B.LNKL-72,Swinghandle with a key ring LINCOLN 72,Schwenkgriff mit Schlüsselring LINCOLN 72
B.LNKL-90,Swinghandle with a key ring LINCOLN 90,Schwenkgriff mit Schlüsselring LINCOLN 90
B.LNWC-72,Handle with escutcheon LINCOLN WC 72,Drücker mit Rosette LINCOLN WC 72
B.LNWC-90,Handle with escutcheon LINCOLN WC 90,Drücker mit Rosette LINCOLN WC 90
B.LNWC.PRGR,Clamp LINCOLN,Klammer LINCOLN
B.CYR,Round lever handle CROSBY,Runder Drücker CROSBY
B.CYBO,Handle with lever handle without opening CROSBY,Griff mit Hebelgriff ohne Öffnung CROSBY
B.CYWK-72,Handle with escutcheon for insert CROSBY 72,Griff mit Rosette für Einsatz CROSBY 72
B.CYWK-90,Handle with escutcheon for insert CROSBY 90,Griff mit Rosette für Einsatz CROSBY 90
B.CYKL-72,Swinghandle with a key ring CROSBY 72,Schwenkgriff mit Schlüsselring CROSBY 72
B.CYWC-72,Handle with escutcheon CROSBY WC 72,Drücker mit Rosette CROSBY WC 72
B.CYWC-90,Handle with escutcheon CROSBY WC 90,Drücker mit Rosette CROSBY WC 90
B.CYWC.PRGR,Clamp CROSBY,Klammer CROSBY
B.BLRC,Round lever handle BRISTOL,Runder Drücker BRISTOL
B.BLBO,Handle with escutcheon without opening BRISTOL,Drücker mit Rosette ohne Öffnung BRISTOL
B.BLWK-90,Handle with escutcheon for insert BRISTOL 90,Griff mit Rosette für Einsatz BRISTOL 90
B.BLKL-72,Swinghandle with a key ring BRISTOL 72,Schwenkgriff mit Schlüsselring BRISTOL 72
B.BLKL-90,Swinghandle with a key ring BRISTOL 90,Schwenkgriff mit Schlüsselring BRISTOL 90
B.BLWC-72,Handle with escutcheon BRISTOL WC 72,Drücker mit Rosette BRISTOL WC 72
B.BLWC-90,Handle with escutcheon BRISTOL WC 90,Drücker mit Rosette BRISTOL WC 90
B.BLRC.PRGR,Clamp BRISTOL,Klammer BRISTOL
B.KOBL,Window handle BRISTOL,Fenstergriff BRISTOL
B.KOBL2,Window handle BRISTOL 2,Fenstergriff BRISTOL 2
B.KOCY,Window handle CROSBY,Fenstergriff CROSBY
B.KODY,Window handle DUDLEY,Fenstergriff DUDLEY
B.KOLN,Window handle LINCOLN,Fenstergriff LINCOLN
AG.17591,Window handle OSLO,Fenstergriff OSLO
B.KOPN,Window handle PRESTON,Fenstergriff PRESTON
B.KOWN,Window handle WIGAN,Fenstergriff WIGAN
AG.11878,Window handle ZAKRĘCONA,Fenstergriff ZAKRĘCONA
AG.17590,Small window handle ZAKRĘCONA,Kleiner Fenstergriff ZAKRĘCONA
03.355.ABW.110-L,Left-hand window handle KUTA,Linker Fenstergriff KUTA
03.355.ABW.110.PRGR,Window handle KUTA,Fenstergriff KUTA
AG.C603842525,Patent cylinder 30/30 black,Patentzylinder 30/30 schwarz
AG.C603842530,Profile cylinder 30/35 black,Profilzylinder 30/35 schwarz
AG.C603842535,Patent cylinder 30/40 black,Patentzylinder 30/40 schwarz
AG.C603843035,Profile cylinder 35/40 black,Profilzylinder 35/40 schwarz
AG.C603843040,Profile cylinder 35/45 black,Profilzylinder 35/45 schwarz
AG.C603844040,Profile cylinder 45/45 black,Profilzylinder 45/45 schwarz
AG.C6038430.PRGR,Black insoles PATENTOWE,Schwarze Einlegesohlen PATENTOWE
SE.LK03,Closing the sliding door LEO,Schließen der Schiebetür LEO
SE.L01.PRGR,Locks for sliding doors,Schlösser für Schiebetüren
B.BLWK-72,Handle with escutcheon for insert BRISTOL 72,Griff mit Rosette für Einsatz BRISTOL 72
B.CYKL-90,Swinghandle with a key ring CROSBY 90,Schwenkgriff mit Schlüsselring CROSBY 90
B.SAKL-72,Swinghandle with a key ring SEWILLA 72,Schwenkgriff mit Schlüsselring SEWILLA 72
49.083.AI.300,Steel door handle TYTAN,Türgriff aus Stahl TYTAN
49.087E.AI.115,Furniture handle ELIPSA,Möbelgriff ELIPSA
01.692D.AI.125,Ventilation grille OKRĄGŁA 125,Lüftungsgitter OKRĄGŁA 125
01.692D.AI.PRGR,Ventilation grilles OKRĄGŁE,Lüftung Gitter OKRĄGŁE
ZA.KW.D-C10-1,Ventilation grille 140x140 black DROBNA,Lüftungsgitter 140x140 schwarz DROBNA
ZA.KW.D-C10-2,Ventilation grille 140x210 black DROBNA,Lüftungsgitter 140x210 schwarz DROBNA
ZA.KW.D-C10-3,Ventilation grille 170x170 black DROBNA,Lüftungsgitter 170x170 schwarz DROBNA
ZA.KW.D-C10-4,Ventilation grille 170x230 black DROBNA,Lüftergitter 170x230 black DROBNA
ZA.KW.D-C10-5,Ventilation grille 240x240 black DROBNA,Lüftergitter 240x240 black DROBNA
ZA.KW.D-C10.PRGR,Ventilation grilles DROBNE,Lüftung Gitter DROBNE
ZA.KW.SZ-C10-1,Ventilation grille 140x140 MASYWNA,Lüftung Gitter 140x140 MASYWNA
ZA.KW.SZ-C10-2,Ventilation grille 140x210 black MASYWNA,Lüftungsgitter 140x210 schwarz MASYWNA
ZA.KW.SZ-C10-3,Ventilation grille 170x170 black MASYWNA,Lüftungsgitter 170x170 schwarz MASYWNA
ZA.KW.SZ-C10-4,Ventilation grille 170x230 black MASYWNA,Lüftergitter 170x230 black MASYWNA
ZA.KW.SZ-C10-5,Ventilation grille 240x240 black MASYWNA,Lüftergitter 240x240 black MASYWNA
ZA.KW.SZ.PRGR,Ventilation grilles MASYWNE,Lüftung Gitter MASYWNE
WU.452860.PRGR,Caps - black M6 M8,Kappen - schwarz M6 M8
WU.464160.PRGR,Pads - black M6 M8,Pads - schwarz M6 M8
AG.1727-40,Carpenter's screw 7x40 black,Zimmermannsschraube 7x40 schwarz
AG.1727-60,Carpenter's screw 7x60 black,Zimmermannsschraube 7x60 schwarz
AG.1727-70,Carpenter's screw 7x70 black,Zimmermannsschraube 7x70 schwarz
AG.1727.PRGR,Black screws STOLARSKIE,Schwarze Schrauben STOLARSKIE
WU.425268.PRGR,Ball-head screws - black IMBUS M6 M8,Kugelkopfschrauben - schwarz IMBUS M6 M8
WU.0195035.PRGR,Countersunk screws black KRZYŻAK,Senkkopfschrauben schwarz KRZYŻAK
WU.013442.PRGR,Pan head screws black KRZYŻAK,Flachkopfschrauben schwarz KRZYŻAK
WU.019503.PRGR,Countersunk screws brown KRZYŻAK,Senkkopfschrauben braun KRZYŻAK
WU.0183.PRGR,Countersunk screws brown KRZYŻAK,Senkkopfschrauben braun KRZYŻAK
70.555P.AI.35.20F,Countersunk screw 5x20 steel KRZYŻAK 3,Senkkopfschraube 5x20 Stahl KRZYŻAK 3
70.555P.AI.35.25F,Countersunk screw 5x25 steel KRZYŻAK 3,Senkkopfschraube 5x25 Stahl KRZYŻAK 3
70.555P.AI.F.PRGR,Countersunk steel screws KRZYZAK,Senkkopfschrauben aus Stahl KRZYZAK
B.SR.PRZEL-FI5-CZ,Black screw connector F15,Schwarzer Schraubanschluss F15
49.555S.AI.35.20R,Countersunk and notched head screw 5x20 steel PROSTY 3,Senk- und Kerbkopfschraube 5x20 Stahl PROSTY 3
70.643C.ABW.30,Nail 30mm KOPULASTY,Nagel 30mm KOPULASTY
70.643C.ABW.40,Nail 40mm KOPULASTY,Nagel 40mm KOPULASTY
70.643C.ABW.35,Nail 35mm KOPULASTY,Nagel 35mm KOPULASTY
70.643C.A.PRGR,Decorative round studs PROSTE,Dekorative runde Stollen PROSTE
AG.6134,Decorative round stud 30mm PROSTY,Dekorativer runder Bolzen 30mm PROSTY
AG.6135,Decorative round stud 40mm PROSTY,Dekorativer runder Bolzen 40mm PROSTY
AG.19209,Decorative stud circular old gold 30mm PROSTY,Zierknopf rund altgold 30mm PROSTY
AG.19210,Ornamental stud circular old gold 40mm PROSTY,Zierstecker kreisförmig altgold 40mm PROSTY
ZA.030-C10-510,Leg RETRO CZARNA 51,Bein RETRO CZARNA 51
AG.6136,Black stud PIRAMIDA 30,Schwarzer Bolzen PIRAMIDA 30
AG.6137,Black stud PIRAMIDA 40,Schwarzer Bolzen PIRAMIDA 40
70.643D.WAI.25,Nail 25x25mm KOPULASTY,Nagel 25x25mm KOPULASTY
70.643D.WAI.30,Nail 30x30mm KOPULASTY,Nagel 30x30mm KOPULASTY
70.643D.WAI.35,Nail 35x35mm KOPULASTY,Nagel 35x35mm KOPULASTY
70.643D.PRGR,Studs PIRAMIDA,Nieten PIRAMIDA
AG.134-30,Black stud PIRAMIDA Z WYCIĘCIEM 30,Schwarzer Bolzen PIRAMIDA Z WYCIĘCIEM 30
AG.134-40,Black stud PIRAMIDA Z WYCIĘCIEM 40,Schwarzer Bolzen PIRAMIDA Z WYCIĘCIEM 40
AG.134.PRGR,Studs PIRAMIDA Z WYCIĘCIEM,Nieten PIRAMIDA Z WYCIĘCIEM
AG.13406,Stud 40mm OZDOBNY MUSZLOWY,Bolzen 40mm OZDOBNY MUSZLOWY
AG.13407,Black stud MŁOTKOWANY 25,Schwarzer Bolzen MŁOTKOWANY 25
AG.13408,Black stud MŁOTKOWANY 30,Schwarzer Bolzen MŁOTKOWANY 30
AG.19970,Black stud MŁOTKOWANY 40,Schwarzer Bolzen MŁOTKOWANY 40
AG.19213,Antique gold stud MŁOTKOWANY 25,Antiker Goldstecker MŁOTKOWANY 25
AG.19214,Antique gold stud MŁOTKOWANY 30,Antiker Goldstecker MŁOTKOWANY 30
AG.1921.PRGR,Studs MŁOTKOWANE,Nieten MŁOTKOWANE
AG.17567,Black stud CEDAR 30,Schwarzer Bolzen CEDAR 30
AG.17568,Black stud CEDAR 40,Schwarzer Bolzen CEDAR 40
AG.1750.PRGR,Studs CEDAR,Nieten CEDAR
AF.794.382.60,Nail x55mm THOR 30,Nagel x55mm THOR 30
AF.794.381.60,Nail 30mm THOR OKRAGŁY,Nagel 30mm THOR OKRAGŁY
30.643.AI.15,Nail 15X15mm steel KOPULASTY ĆWIEK,Nagel 15X15mm Stahl KOPULASTY ĆWIEK
01.644.HF.26,Dome nail ĆWIEK,Kuppelnagel ĆWIEK
ZA.110-S10-250,Construction joint type T ŚREDNI,Bauart der Fugen T ŚREDNI
ZA.110-S10-400,Construction joint type T DUŻY,Baufugenart T DUŻY
ZA.110-S10.PRGR,Construction fasteners TYPU T,Befestigungselemente für den Bau TYPU T
ZA.111-S10-80,Small construction joint NAROŻNIK,Kleine Arbeitsfuge NAROŻNIK
ZA.111-S10-130,Medium building connector NAROŻNIK,Mittlerer Gebäudeverbinder NAROŻNIK
ZA.111-S10-200,Construction joint NAROŻNIK DUZY,Baufuge NAROŻNIK DUZY
ZA.111-S10.PRGR,Construction fasteners NAROŻNIK,Befestigungselemente für den Bau NAROŻNIK
COU35-NEW,Table extension COUNTRY,Tischverlängerung COUNTRY
RUS3D-elementy,Pine cabinet Elements RUSTYK,Kiefernholzschrank Elemente RUSTYK
NW-BR-80X120,Wood Top 80x120 Oil Brown NATURWOOD,Holzplatte 80x120 Öl Braun NATURWOOD
AQ-BR-80X120,Wood Top 80x120 Oil Brown ANTIQUE,Holzplatte 80x120 Öl Braun ANTIQUE
ONE2-80X210-J,Doors 80-90x210 Raw ONE BOARD JESION,Türen 80-90x210 Roh ONE BOARD JESION
ONE2-OL-80X210-J,Doors 80-90x210 Natural oil ONE BOARD JESION,Türen 80-90x210 Naturöl ONE BOARD JESION
ONE2-BR-80X210-J,Doors 80-90x210 Oil Brown ONE BOARD JESION,Türen 80-90x210 Ölbraun ONE BOARD JESION
ONE2-80X220-J,Doors 80-90x220 Raw ONE BOARD JESION,Türen 80-90x220 Roh ONE BOARD JESION
ONE2-OL-80X220-J,Doors 80-90x220 Natural oil ONE BOARD JESION,Türen 80-90x220 Naturöl ONE BOARD JESION
ONE2-BR-80X220-J,Doors 80-90x220 Oil Brown ONE BOARD JESION,Türen 80-90x220 Ölbraun ONE BOARD JESION
ONE2-90X210-J,Doors 90-100x210 Raw ONE BOARD JESION,Türen 90-100x210 Roh ONE BOARD JESION
ONE2-OL-90X210-J,Doors 90-100x210 Natural oil ONE BOARD JESION,Türen 90-100x210 Naturöl ONE BOARD JESION
ONE2-BR-90X210-J,Doors 90-100x210 Oil Brown ONE BOARD JESION,Türen 90-100x210 Ölbraun ONE BOARD JESION
ONE2-90X220-J,Doors 90-100x220 Raw ONE BOARD JESION,Türen 90-100x220 Roh ONE BOARD JESION
ONE2-OL-90X220-J,Doors 90-100x220 Natural oil ONE BOARD JESION,Türen 90-100x220 Naturöl ONE BOARD JESION
ONE2-BR-90X220-J,Doors 90-100x220 Oil Brown ONE BOARD JESION,Türen 90-100x220 Ölbraun ONE BOARD JESION
ONE.2-100X210-J,Doors 100-110x210 Raw ONE BOARD JESION,Türen 100-110x210 Roh ONE BOARD JESION
ONE.2-OL-100X210-J,Doors 100-110x210 Natural oil ONE BOARD JESION,Türen 100-110x210 Naturöl ONE BOARD JESION
ONE.2-BR-100X210-J,Doors 100-110x210 Oil Brown ONE BOARD JESION,Türen 100-110x210 Ölbraun ONE BOARD JESION
ONE2-100X220-J,Doors 100-110x220 Raw ONE BOARD JESION,Türen 100-110x220 Roh ONE BOARD JESION
ONE2-OL-100X220-J,Doors 100-110x220 Natural oil ONE BOARD JESION,Türen 100-110x220 Naturöl ONE BOARD JESION
ONE2-BR-100X220-J,Doors 100-110x220 Oil Brown ONE BOARD JESION,Türen 100-110x220 Ölbraun ONE BOARD JESION
ONE2-110X210-J,Doors 110-120x210 Raw ONE BOARD JESION,Türen 110-120x210 Roh ONE BOARD JESION
ONE2-OL-110X210-J,Doors 110-120x210 Natural oil ONE BOARD JESION,Türen 110-120x210 Naturöl ONE BOARD JESION
ONE2-BR-110X210-J,Doors 110-120x210 Oil Brown ONE BOARD JESION,Türen 110-120x210 Ölbraun ONE BOARD JESION
ONE2-110X220-J,Doors 110-120x220 Raw ONE BOARD JESION,Türen 110-120x220 Roh ONE BOARD JESION
ONE2-OL-110X220-J,Doors 110-120x220 Natural oil ONE BOARD JESION,Türen 110-120x220 Naturöl ONE BOARD JESION
ONE2-BR-110X220-J,Doors 110-120x220 Oil Brown ONE BOARD JESION,Türen 110-120x220 Ölbraun ONE BOARD JESION
ONE2.JW.PRGR,Doors with light-coloured inserts ONE BOARD JESION,Türen mit hellen Einsätzen ONE BOARD JESION
ZA.FIT.051B-ST-BR,Steel console IRON 1,Stahlkonsole IRON 1
ZA.FIT.051B.PRGR,Console IRON 1,Konsole IRON 1
ZA.FIT.050-CZ-SZ,Black console IRON 2,Schwarze Konsole IRON 2
ZA.FIT.050-ST-BR,Steel console IRON 2,Stahlkonsole IRON 2
ZA.FIT.050.XX,Console IRON 2,Konsole IRON 2
ZA.FIT.051A-CZ-SZ,Black console IRON 3,Schwarze Konsole IRON 3
ZA.FIT.051A-ST-BR,Steel console IRON 3,Stahlkonsole IRON 3
ZA.FIT.051A-XX,Console IRON 3,Konsole IRON 3
ZA.FIT.047-CZ-SZ,Shelf IRON CZARNY,Regal IRON CZARNY
ZA.FIT.047-ST-BR,Shelf IRON STALOWY,Regal IRON STALOWY
ZA.FIT.047.XX,Shelving IRON 2,Regal IRON 2
ZA.FIT.046-CZ-SZ,Shelf IRON CZARNY 3,Regal IRON CZARNY 3
PK1-OL-15X80-4,Shelf 4x15x80 Natural oil MODEST DĄB,Regal 4x15x80 Naturöl MODEST DĄB
PK1-OL-15X60-4,Shelf 4x15x60 Natural oil MODEST DĄB,Regal 4x15x60 Naturöl MODEST DĄB
PK1-OL-15X120-4,Shelf 4x15x120 Natural oil MODEST DĄB,Regal 4x15x120 Naturöl MODEST DĄB
PK1-OL-15X100-4,Shelf 4x15x100 Natural oil MODEST DĄB,Regal 4x15x100 Naturöl MODEST DĄB
PK1-BR-15X80-4,Shelf 4x15x80 Oil Brown MODEST DĄB,Regal 4x15x80 Öl Braun MODEST DĄB
PK1-BR-15X60-4,Shelf 4x15x60 Raw MODEST DĄB,Regal 4x15x60 Roh MODEST DĄB
PK1-BR-15X120-4,Shelf 4x15x120 Oil Brown MODEST DĄB,Regal 4x15x120 Öl Braun MODEST DĄB
PK1-BR-15X100-4,Shelf 4x15x100 Oil Brown MODEST DĄB,Regal 4x15x100 Öl Braun MODEST DĄB
PK1-OL-15X80-2,Shelf 2x15x80 Natural oil MODEST DĄB,Regal 2x15x80 Naturöl MODEST DĄB
PK1-OL-15X60-2,Shelf 2x15x60 Natural oil MODEST DĄB,Regal 2x15x60 Naturöl MODEST DĄB
PK1-OL-15X120-2,Shelf 2x15x120 Natural oil MODEST DĄB,Regal 2x15x120 Naturöl MODEST DĄB
PK1-BR-15X60-2,Shelf 2x15x60 Oil Brown MODEST DĄB,Regal 2x15x60 Öl Braun MODEST DĄB
PK1-BR-15X80-2,Shelf 2x15x80 Oil Brown MODEST DĄB,Regal 2x15x80 Öl Braun MODEST DĄB
PK1-BR-15X120-2,Shelf 2x15x120 Oil Brown MODEST DĄB,Regal 2x15x120 Öl Braun MODEST DĄB
PK1-BR-15X100-2,Shelf 2x15x100 Oil Brown MODEST DĄB,Regal 2x15x100 Öl Braun MODEST DĄB
PK1-OL-15X100-2,Shelf 2x15x100 Natural oil MODEST DĄB,Regal 2x15x100 Naturöl MODEST DĄB
cou-PRGR,Country table,Ländertabelle
COU-26-NEW-PRGR,Country New Beds 26,Land Neue Betten 26
COU27-NEW-PRGR,Country New Beds 27,Land Neue Betten 27
TENN12-PRGR,Tennessee beds 4,Tennessee-Betten 4
TENN11-PRGR,Tennessee beds 3,Tennessee-Betten 3
TENN10-PRGR,Tennessee beds 2,Tennessee-Betten 2
RUS31-PRGR,Mieszko beds II,Mieszko-Betten II
RUS32-PRGR,Beds Ostrowit,Betten Ostrowit
MAR04-PRGR,Marika beds III,Marika-Betten III
MAR02-PRGR,Marika beds II,Marika-Betten II
RUS40-PRGR,Ziemowit beds,Ziemowit-Betten
SOL-80X120,Wood Top 80x120 Raw 48mm SOLID,Holzplatte 80x120 Roh 48mm SOLID
SOL-80X140,Wood Top 80x140 Raw 48mm SOLID,Holzplatte 80x140 Roh 48mm SOLID
SOL-80X160,Wood Top 80x160 Raw 48mm SOLID,Holzplatte 80x160 Roh 48mm SOLID
SOL-80X180,Wood Top 80x180 Raw 48mm SOLID,Holzplatte 80x180 Roh 48mm SOLID
SOL-80X200,Wood Top 80x200 Raw 48mm SOLID,Holzplatte 80x200 Roh 48mm SOLID
SOL-90X120,Wood Top 90x120 Raw 48mm SOLID,Holzplatte 90x120 Roh 48mm SOLID
SOL-90X140,Wood Top 90x140 Raw 48mm SOLID,Holzplatte 90x140 Roh 48mm SOLID
SOL-90X160,Wood Top 90x160 Raw 48mm SOLID,Holzplatte 90x160 Roh 48mm SOLID
SOL-90X180,Wood Top 90x180 Raw 48mm SOLID,Holzplatte 90x180 Roh 48mm SOLID
SOL-90X200,Wood Top 90x200 Raw 48mm SOLID,Holzplatte 90x200 Roh 48mm SOLID
SOL-OL-80X120,Wood Top 80x120 Natural oil 48mm SOLID,Holzplatte 80x120 Naturöl 48mm SOLID
SOL-OL-80X140,Wood Top 80x140 Natural oil 48mm SOLID,Holzplatte 80x140 Naturöl 48mm SOLID
SOL-OL-80X160,Wood Top 80x160 Natural oil 48mm SOLID,Holzplatte 80x160 Naturöl 48mm SOLID
SOL-OL-80X180,Wood Top 80x180 Natural oil 48mm SOLID,Holzplatte 80x180 Naturöl 48mm SOLID
SOL-OL-80X200,Wood Top 80x200 Natural oil 48mm SOLID,Holzplatte 80x200 Naturöl 48mm SOLID
SOL-OL-90X120,Wood Top 90x120 Natural oil 48mm SOLID,Holzplatte 90x120 Naturöl 48mm SOLID
SOL-OL-90X140,Wood Top 90x140 Natural oil 48mm SOLID,Holzplatte 90x140 Naturöl 48mm SOLID
SOL-OL-90X160,Wood Top 90x160 Natural oil 48mm SOLID,Holzplatte 90x160 Naturöl 48mm SOLID
SOL-OL-90X180,Wood Top 90x180 Natural oil 48mm SOLID,Holzplatte 90x180 Naturöl 48mm SOLID
SOL-OL-90X200,Wood Top 90x200 Natural oil 48mm SOLID,Holzplatte 90x200 Naturöl 48mm SOLID
48080.085S.27,Left-hand hinge RUSTYK KĄTOWY NAKŁADANY,Linkes Scharnier RUSTYK KĄTOWY NAKŁADANY
SOL-BR-80X120,Wood Top 80x120 Oil Brown 48mm SOLID,Holzplatte 80x120 Ölbraun 48mm SOLID
SOL-BR-80X140,Wood Top 80x140 Oil Brown 48mm SOLID,Holzplatte 80x140 Ölbraun 48mm SOLID
SOL-BR-80X160,Wood Top 80x160 Oil Brown 48mm SOLID,Holzplatte 80x160 Ölbraun 48mm SOLID
SOL-BR-80X180,Wood Top 80x180 Oil Brown 48mm SOLID,Holzplatte 80x180 Ölbraun 48mm SOLID
